ID;Sex;Age;State;Account length;Phone number;Plans;Number vmail messages;Total day minutes;Total day calls;Total day charge;Total eve minutes;Total eve calls;Total eve charge;Total night minutes;Total night calls;Total night charge;Total intl minutes;Total intl calls;Total intl charge;Total charge;Customer service calls;Churn
14273;Female;;ND;118;408 282 12 29;None;0;224.6;94.0;38.18;225.9;120.0;19.2;269.0;105.0;12.11;12.5;8.0;3.38;72.87;2;False
65054;Male;;FL;105;415 988 79 37;None;0;273.8;97.0;46.55;289.7;106.0;24.62;269.1;126.0;12.11;5.8;3.0;1.57;84.85;2;True
17793;Male;;WI;153;510 945 86 34;None;0;159.5;103.0;27.12;275.5;90.0;23.42;176.7;126.0;7.95;10.1;2.0;2.73;61.22;1;True
47868;Male;;KY;71;415 504 46 93;None;0;104.0;92.0;17.68;197.0;125.0;16.75;110.1;123.0;4.95;14.6;8.0;3.94;43.32;0;False
37335;Female;;MD;71;415 919 70 44;Voice mail;31;115.4;90.0;19.62;217.4;78.0;18.48;239.9;102.0;10.8;13.1;4.0;3.54;52.44;1;False
22872;Male;40.0;IN;68;415 433 88 13;None;0;222.1;107.0;37.76;199.4;102.0;16.95;162.4;107.0;7.31;9.4;3.0;2.54;64.56;2;False
72426;Female;;MA;66;415 364 42 84;None;0;116.4;98.0;19.79;95.6;74.0;8.13;181.5;94.0;8.17;10.5;3.0;2.84;38.93;3;False
96741;Male;36.0;ND;101;415 464 64 25;None;0;217.7;118.0;37.01;231.7;128.0;19.69;185.3;128.0;8.34;0.0;0.0;0.0;65.04;3;False
47210;Male;23.0;VT;116;415 561 59 11;None;0;129.4;84.0;22.0;157.3;89.0;13.37;215.5;77.0;9.7;13.3;3.0;3.59;48.66;0;False
84016;Male;;CT;54;415 337 82 17;Voice mail;33;161.8;73.0;27.51;273.0;58.0;23.21;153.9;76.0;6.93;13.7;4.0;3.7;61.35;0;False
96146;Female;44.0;VA;112;408 761 66 66;Voice mail;29;198.8;122.0;33.8;238.6;114.0;20.28;289.5;69.0;13.03;11.5;5.0;3.11;70.22;1;False
12455;Male;31.0;MS;122;408 107 51 67;Voice mail;45;147.8;85.0;25.13;147.4;93.0;12.53;203.5;110.0;9.16;14.0;5.0;3.78;50.6;1;False
80618;Female;37.0;AK;74;415 112 22 76;None;0;262.3;114.0;44.59;198.9;96.0;16.91;165.9;90.0;7.47;6.6;5.0;1.78;70.75;3;False
86187;Male;;WY;90;415 430 12 72;None;0;246.4;83.0;41.89;160.3;88.0;13.63;170.9;99.0;7.69;7.6;7.0;2.05;65.26;1;False
60114;Male;26.0;NY;112;415 334 67 25;;0;174.3;123.0;29.63;140.2;124.0;11.92;215.4;89.0;9.69;9.0;6.0;2.43;53.67;4;True
14655;Female;41.0;NC;85;510 988 79 63;None;0;183.4;111.0;31.18;168.8;98.0;14.35;199.7;97.0;8.99;9.9;4.0;2.67;57.19;4;False
65103;Male;34.0;IL;100;415 589 40 13;None;0;191.9;95.0;32.62;200.9;101.0;17.08;271.9;74.0;12.24;18.2;3.0;4.91;66.85;1;False
41672;Male;46.0;OH;114;415 906 44 97;None;0;187.8;109.0;31.93;154.6;97.0;13.14;213.9;102.0;9.63;10.1;3.0;2.73;57.43;2;False
51921;Male;;RI;83;510 252 98 72;None;0;259.7;106.0;44.15;152.7;116.0;12.98;224.7;92.0;10.11;10.2;2.0;2.75;69.99;0;False
23354;Female;28.0;WY;157;415 319 72 52;International;0;180.4;123.0;30.67;194.0;98.0;16.49;227.3;88.0;10.23;8.4;5.0;2.27;59.66;0;False
62807;Female;24.0;OR;51;510 910 33 58;None;0;51.8;107.0;8.81;230.2;104.0;19.57;227.5;118.0;10.24;10.4;4.0;2.81;41.43;2;False
55551;Female;31.0;NV;42;415 953 53 11;None;0;303.9;106.0;51.66;232.2;54.0;19.74;147.1;76.0;6.62;5.8;3.0;1.57;79.59;1;True
45707;Male;;ND;101;415 119 76 51;Voice mail;36;123.7;125.0;21.03;172.6;106.0;14.67;280.5;127.0;12.62;8.8;4.0;2.38;50.7;1;True
11241;Female;39.0;OR;112;510 768 52 65;None;0;206.2;122.0;35.05;164.5;94.0;13.98;140.3;101.0;6.31;12.6;7.0;3.4;58.74;3;False
57757;Female;39.0;ND;56;510 174 58 81;None;0;164.3;92.0;27.93;233.7;107.0;19.86;187.3;104.0;8.43;11.8;1.0;3.19;59.41;2;False
78274;Female;;NJ;53;408 544 24 80;None;0;228.6;117.0;38.86;132.8;123.0;11.29;227.2;124.0;10.22;10.1;2.0;2.73;63.1;9;True
25789;Female;;WV;64;415 670 89 93;Voice mail;22;200.4;80.0;34.07;131.1;84.0;11.14;230.7;67.0;10.38;7.6;5.0;2.05;57.64;1;False
98548;Male;;VA;123;408 440 72 88;None;0;154.3;107.0;26.23;183.0;111.0;15.56;54.0;134.0;2.43;10.9;8.0;2.94;47.16;0;False
88402;Male;37.0;ID;68;510 179 86 58;Voice mail;30;122.9;93.0;20.89;233.5;91.0;19.85;199.5;144.0;8.98;9.6;2.0;2.59;52.31;2;False
96085;Male;;CT;40;510 945 74 13;International;0;220.8;100.0;37.54;265.7;106.0;22.58;212.8;94.0;9.58;6.4;3.0;1.73;71.43;0;False
67835;Female;34.0;NM;132;408 447 22 26;None;0;214.6;78.0;36.48;251.7;98.0;21.39;240.8;88.0;10.84;13.9;2.0;3.75;72.46;0;False
51593;Female;31.0;CT;120;408 241 44 10;International;0;202.0;123.0;34.34;184.3;78.0;15.67;176.0;89.0;7.92;7.4;2.0;2.0;59.93;2;True
53531;Female;33.0;MI;108;408 940 92 99;Voice mail;32;209.5;108.0;35.62;109.6;64.0;9.32;189.7;145.0;8.54;9.1;6.0;2.46;55.94;6;True
95714;Male;28.0;SC;161;510 993 92 44;None;0;297.9;141.0;50.64;238.1;107.0;20.24;240.5;93.0;10.82;8.9;5.0;2.4;84.1;1;True
70235;Female;;SC;130;415 111 77 71;None;0;212.8;102.0;36.18;189.8;137.0;16.13;170.1;105.0;7.65;10.6;4.0;2.86;62.82;0;True
95490;Female;22.0;NY;122;510 191 81 80;None;0;145.6;102.0;24.75;284.7;111.0;24.2;228.2;91.0;10.27;12.2;5.0;3.29;62.51;0;False
76704;Female;49.0;MT;130;408 585 74 45;Voice mail;19;152.9;87.0;25.99;213.2;99.0;18.12;205.3;114.0;9.24;10.8;6.0;2.92;56.27;2;False
40885;Male;;WY;90;510 112 30 96;None;0;125.4;158.0;21.32;269.1;83.0;22.87;238.6;103.0;10.74;11.0;7.0;2.97;57.9;1;False
26722;Male;31.0;NE;139;415 530 42 62;Voice mail;25;138.3;96.0;23.51;80.6;79.0;6.85;163.7;83.0;7.37;8.3;8.0;2.24;39.97;0;False
83480;Male;35.0;IN;57;415 810 98 44;None;0;189.3;157.0;32.18;174.9;70.0;14.87;221.9;117.0;9.99;11.2;5.0;3.02;60.06;3;False
71100;Male;33.0;CO;128;510 980 65 67;None;0;199.3;86.0;33.88;194.8;102.0;16.56;298.2;82.0;13.42;14.3;2.0;3.86;67.72;4;False
52222;Male;16.0;WY;127;510 814 49 90;International;0;247.5;99.0;42.08;108.5;118.0;9.22;232.0;72.0;10.44;10.6;3.0;2.86;64.6;2;False
78029;Male;33.0;MD;107;415 359 97 68;None;0;294.9;71.0;50.13;192.8;78.0;16.39;148.1;87.0;6.66;13.2;5.0;3.56;76.74;1;True
50892;Male;49.0;OK;177;408 623 58 55;None;0;175.4;99.0;29.82;155.3;83.0;13.2;179.4;86.0;8.07;11.5;3.0;3.11;54.2;1;False
37341;Female;33.0;SD;121;415 991 87 27;None;0;179.4;70.0;30.5;143.0;93.0;12.16;116.3;113.0;5.23;11.2;5.0;3.02;50.91;1;False
47843;Female;27.0;SC;99;510 483 20 65;International, Voice mail;39;126.8;94.0;21.56;293.6;115.0;24.96;174.1;91.0;7.83;8.4;4.0;2.27;56.62;0;False
70290;Male;;NY;126;415 726 35 19;International;0;239.7;87.0;40.75;281.7;92.0;23.94;183.5;113.0;8.26;11.4;1.0;3.08;76.03;1;True
60850;Female;30.0;NY;77;415 317 31 17;Voice mail;33;143.0;101.0;24.31;212.2;102.0;18.04;l04.9;120.0;4.72;15.3;4.0;4.13;51.2;5;True
20272;Male;32.0;WV;21;415 710 85 75;None;0;91.9;109.0;15.62;198.4;111.0;16.86;171.7;125.0;7.73;13.0;7.0;3.51;43.72;2;False
97354;Female;;WA;56;408 964 76 48;None;0;210.4;80.0;35.77;176.6;96.0;15.01;149.7;56.0;6.74;15.5;4.0;4.19;61.71;1;False
22106;Male;;ID;92;415 491 60 22;Voice mail;29;201.3;130.0;34.22;203.7;115.0;17.31;129.9;113.0;5.85;6.4;6.0;1.73;59.11;1;True
95686;Male;37.0;MN;81;510 679 82 37;None;0;145.6;59.0;24.75;287.9;131.0;24.47;181.7;121.0;8.18;9.2;4.0;2.48;59.88;2;False
53741;Male;27.0;TX;139;510 978 42 24;International, Voice mail;31;203.5;82.0;34.6;200.3;72.0;17.03;214.0;112.0;9.63;13.4;6.0;3.62;64.88;1;True
38158;Female;35.0;AZ;68;415 137 42 23;None;0;232.4;76.0;39.51;153.3;103.0;13.03;214.6;107.0;9.66;10.5;2.0;2.84;65.04;1;False
91422;Female;;DE;183;415 587 93 42;Voice mail;8;86.5;119.0;14.71;285.2;97.0;24.24;180.4;133.0;8.12;8.7;2.0;2.35;49.42;2;False
60473;Female;27.0;CO;90;408 974 71 67;None;0;109.9;102.0;18.68;220.8;114.0;18.77;104.0;133.0;4.68;10.9;6.0;2.94;45.07;0;False
66592;Female;;WI;165;408 430 34 75;None;0;156.0;88.0;26.52;276.1;81.0;23.47;175.9;94.0;7.92;9.3;5.0;2.51;60.42;1;False
47710;Male;;WI;89;415 956 20 55;None;0;489.45;168.0;83.2;247.65;165.0;21.04;244.35;145.5;11.0;11.25;1.5;3.04;1.1828 hundred;1;True
91783;Female;25.0;NJ;59;510 241 84 91;None;0;195.0;58.0;33.15;198.5;88.0;16.87;304.3;110.0;13.69;14.8;9.0;4.0;67.71;0;False
38590;Female;35.0;IL;16;415 359 85 54;International;0;110.0;91.0;18.7;147.3;75.0;12.52;190.5;73.0;8.57;6.4;7.0;1.73;41.52;0;False
76526;Male;;DC;114;415 166 92 20;;0;147.1;119.0;25.01;161.0;111.0;13.69;275.9;106.0;12.42;9.0;3.0;2.43;53.55;5;True
99624;Female;27.0;IA;113;510 505 99 84;None;0;156.0;141.0;26.52;256.8;72.0;21.83;175.3;123.0;7.89;11.9;5.0;3.21;59.45;2;False
36772;Male;;GA;120;408 637 71 44;None;0;98.2;99.0;16.69;186.7;85.0;15.87;146.7;96.0;6.6;9.3;4.0;2.51;41.67;2;False
75637;Male;33.0;AK;115;415 443 59 67;None;0;210.6;120.0;35.8;153.1;84.0;13.01;262.2;79.0;11.8;11.0;5.0;2.97;63.58;0;False
97872;Male;;CA;37;510 366 27 42;None;0;239.9;120.0;40.78;261.6;88.0;22.24;207.1;88.0;9.32;8.9;4.0;2.4;74.74;2;True
31834;Female;30.0;MN;100;415 499 20 89;International;0;159.9;94.0;27.18;179.9;95.0;15.29;154.4;102.0;6.95;11.6;2.0;3.13;52.55;2;True
70795;Female;25.0;CO;132;415 911 65 91;None;0;197.8;66.0;33.63;133.9;119.0;11.38;177.3;94.0;7.98;10.9;3.0;2.94;55.93;4;True
94269;Female;;KY;38;408 246 89 38;Voice mail;36;115.4;98.0;19.62;166.2;83.0;14.13;184.7;79.0;8.31;15.2;6.0;4.1;46.16;2;False
34885;Male;39.0;SC;1;408 303 24 53;None;0;123.8;113.0;21.05;236.2;77.0;20.08;73.2;81.0;3.29;3.7;2.0;1.0;45.42;0;False
87846;Female;36.0;MT;97;415 296 50 78;Voice mail;15;117.6;97.0;19.99;196.3;126.0;16.69;157.4;113.0;7.08;6.4;3.0;1.73;45.49;1;False
87724;Female;;KY;55;415 151 72 18;Voice mail;28;105.3;82.0;17.9;197.4;109.0;16.78;187.5;91.0;8.44;8.6;6.0;2.32;45.44;2;False
64344;Male;;WV;75;415 617 64 19;None;0;111.7;121.0;18.99;237.3;119.0;20.17;253.5;110.0;11.41;13.1;6.0;3.54;54.11;1;False
44419;Female;;ID;83;415 212 10 72;None;0;159.3;104.0;27.08;202.3;98.0;17.2;229.0;73.0;10.31;9.5;3.0;2.57;57.16;2;False
70891;Female;;MN;40;510 987 84 25;None;0;81.7;123.0;13.89;210.2;108.0;17.87;212.0;64.0;9.54;11.3;3.0;3.05;44.35;6;True
11543;Male;37.0;MA;101;415 611 54 15;Voice mail;21;238.0;88.0;40.46;209.6;84.0;17.82;233.0;95.0;10.49;10.0;5.0;2.7;71.47;2;False
34756;Male;;MD;120;415 367 75 36;Voice mail;40;128,1;99.0;21.78;247.7;78.0;21.05;199.7;121.0;8.99;15.6;3.0;4.21;56.03;0;False
61019;Male;51.0;SD;183;415 142 17 23;Voice mail;31;171.2;104.0;29.1;193.6;74.0;16.46;196.5;85.0;8.84;10.2;4.0;2.75;57.15;1;False
82110;Male;;PA;75;510 646 34 69;None;0;109.0;88.0;18.53;259.3;120.0;22.04;182.1;119.0;8.19;13.3;3.0;3.59;52.35;4;True
26522;Female;;KY;80;415 671 38 41;None;0;220.0;114.0;37.4;207.7;76.0;17.65;168.4;137.0;7.58;12.1;3.0;3.27;65.9;2;False
83733;Female;;ID;88;415 483 76 30;None;0;55.6;65.0;9.45;242.7;121.0;20.63;176.3;134.0;7.93;11.3;4.0;3.05;41.06;0;False
79862;Female;42.0;NY;112;415 436 61 94;Voice mail;23;286.6;79.0;48.72;315.3;102.0;26.8;193.9;101.0;8.73;10.3;6.0;2.78;87.03;1;False
35326;Female;31.0;NM;63;510 699 16 11;None;0;207.6;96.0;35.29;229.0;112.0;19.47;162.6;131.0;7.32;13.3;2.0;3.59;65.67;1;False
74573;Male;17.0;CA;105;415 225 41 24;Voice mail;31;109.6;108.0;18.63;249.3;119.0;21.19;321.2;101.0;14.45;8.3;4.0;2.24;56.51;4;True
94005;Female;;ID;92;415 484 16 76;None;0;197.2;113.0;33.52;242.3;116.0;20.6;192.0;76.0;8.64;11.0;5.0;2.97;65.73;2;False
54293;Female;37.0;WY;177;415 902 20 53;None;0;175.7;120.0;29.87;168.6;90.0;14.33;198.9;110.0;8.95;14.6;4.0;3.94;57.09;1;False
77217;Female;44.0;NM;118;510 989 32 48;None;0;205.2;115.0;34.88;184.8;137.0;15.71;176.1;115.0;7.92;7.0;6.0;1.89;60.4;0;False
95423;Male;33.0;HI;111;408 208 46 59;Voice mail;13;193.1;104.0;32.83;111.6;98.0;9.49;227.4;94.0;10.23;12.1;4.0;3.27;55.82;1;False
10746;Male;45.0;ID;82;510 747 46 76;Voice mail;34;232.6;121.0;39.54;153.2;115.0;13.02;286.7;77.0;12.9;4.7;3.0;1.27;66.73;3;False
47386;Female;;NC;74;415 955 80 90;None;0;102.7;89.0;17.46;149.3;100.0;12.69;188.1;114.0;8.46;11.0;5.0;2.97;41.58;0;False
10716;Male;31.0;TX;121;415 849 97 63;Voice mail;31;263.1;70.0;44.73;279.3;118.0;23.74;127.1;143.0;5.72;9.7;4.0;2.62;76.81;5;False
92375;Female;33.0;GA;131;408 849 57 42;None;0;197.0;79.0;33.49;201.0;114.0;17.09;151.2;111.0;6.8;11.6;5.0;3.13;60.51;1;False
66686;Female;;AL;125;408 210 43 12;None;0;169.3;90.0;28.78;156.0;138.0;13.26;210.8;106.0;9.49;11.6;6.0;3.13;54.66;2;False
75383;Male;46.0;ME;19;415 356 58 21;None;0;201.5;123.0;34.26;129.2;110.0;10.98;220.6;98.0;9.93;12.9;4.0;3.48;58.65;1;False
52869;Female;34.0;VA;138;415 903 64 21;None;0;251.0;119.0;42.67;91.2;96.0;7.75;142.2;87.0;6.4;13.8;3.0;3.73;60.55;3;False
92323;Male;;ID;119;415 408 22 58;None;0;230.4;117.0;39.17;225.0;101.0;19.13;198.5;111.0;8.93;7.6;6.0;2.05;69.28;3;False
16022;Male;36.0;NY;137;510 437 44 32;None;0;109.8;120.0;18.67;230.5;86.0;19.59;255.8;103.0;11.51;11.9;6.0;3.21;52.98;1;False
46595;Male;;NC;182;415 608 20 14;None;0;279.5;118.0;47.52;203.2;113.0;17.27;174.2;101.0;7.84;10.7;4.0;2.89;75.52;2;True
27132;Female;26.0;OH;135;415 847 14 76;None;0;173.4;107.0;29.48;222.0;84.0;18.87;64.2;94.0;2.89;13.7;6.0;3.7;54.94;1;False
15289;Male;;HI;134;415 990 86 55;Voice mail;38;214.4;93.0;36.45;211.7;57.0;17.99;165.0;79.0;7.43;10.0;8.0;2.7;64.57;1;False
38228;Female;33.0;DC;45;415 604 72 31;None;0;96.1;103.0;16.34;246.8;134.0;20.98;229.7;92.0;10.34;9.7;4.0;2.62;50.28;1;False
83054;Male;29.0;TN;129;408 205 22 97;None;0;101.4;145.0;17.24;249.1;116.0;21.17;157.6;107.0;7.09;7.1;6.0;1.92;47.42;1;False
74093;Female;27.0;VT;142;415 591 23 64;None;0;232.5;74.0;39.53;181.8;142.0;15.45;203.1;86.0;9.14;10.4;6.0;2.81;66.93;4;False
64507;Female;39.0;MD;130;415 359 15 73;Voice mail;45;174.5;120.0;29.67;217.5;95.0;18.49;220.3;67.0;9.91;12.2;2.0;3.29;61.36;1;False
64398;Male;22.0;LA;163;408 517 22 44;Voice mail;23;224.0;126.0;38.08;233.5;89.0;19.85;293.9;104.0;13.23;8.8;4.0;2.38;73.54;1;False
38934;Male;;HI;105;415 366 39 35;None;0;211.1;99.0;35.89;176.7;66.0;15.02;221.5;96.0;9.97;14.7;7.0;3.97;64.85;4;False
89764;Male;40.0;FL;119;415 459 73 88;None;0;109.2;96.0;18.56;153.1;80.0;13.01;240.0;102.0;10.8;9,8;5.0;2.65;45.02;2;False
94593;Male;33.0;WY;78;408 827 69 21;None;0;220.0;95.0;37.4;179.9;121.0;15.29;188.2;109.0;8.47;11.5;5.0;3.11;64.27;0;False
38271;Male;27.0;NE;92;415 754 92 18;None;0;181.4;98.0;30.84;164.5;98.0;13.98;171.0;110.0;7.69;10.9;4.0;2.94;55.45;2;False
92761;Female;28.0;WY;146;415 960 23 95;Voice mail;11;180.7;82.0;30.72;173.7;90.0;14.76;231.5;89.0;10.42;10.1;4.0;2.73;58.63;2;False
45032;Female;;OR;125;408 466 88 38;Voice mail;32;96.5;109.0;16.41;145.8;109.0;12.39;174.4;82.0;7.85;9.4;2.0;2.54;39.19;1;False
43487;Male;27.0;IN;88;415 440 78 88;None;0;183.5;93.0;31.2;170.5;80.0;14.49;193.8;88.0;8.72;8.3;5.0;2.24;56.65;3;False
53106;Female;26.0;MD;83;408 281 30 84;Voice mail;38;107.9;90.0;18.34;140.4;94.0;11.93;253.6;79.0;11.41;10.5;2.0;2.84;44.52;0;False
95471;Female;49.0;TN;3;510 315 41 80;International;0;161.0;96.0;27.37;244.9;82.0;20.82;180.8;103.0;8.14;7.7;6.0;2.08;58.41;1;False
79977;Female;30.0;WV;152;510 632 12 21;International, Voice mail;41;146.8;128.0;24.96;285.6;96.0;24.28;213.6;80.0;9.61;4.3;2.0;1.16;60.01;1;True
11028;Female;32.0;WA;48;510 442 42 77;None;0;149.2;146.0;25.36;161.9;109.0;13.76;197.9;109.0;8.91;8.3;2.0;2.24;50.27;3;False
15544;Male;33.0;MS;189;415 153 10 69;None;0;227.8;124.0;38.73;169.5;112.0;14.41;201.1;91.0;9.05;5.6;4.0;1.51;63.7;3;False
49655;Female;;OH;95;415 456 18 62;Voice mail;23;160.3;87.0;27.25;202.4;101.0;17.2;191.1;122.0;8.6;7.4;3.0;2.0;55.05;0;False
68083;Female;44.0;IN;129;415 505 86 11;None;0;137.8;120.0;23.43;225.8;110.0;19.19;145.2;95.0;6.53;10.2;6.0;2.75;51.9;1;True
60865;Female;28.0;CO;66;408 880 16 59;Voice mail;40;141.7;87.0;24.09;268.3;89.0;22.81;241.3;68.0;10.86;8.5;7.0;2.3;60.06;0;False
82799;Male;;TX;80;510 793 14 78;Voice mail;22;196.4;115.0;33.39;150.3;109.0;12.78;176.2;75.0;7.93;9.3;1.0;2.51;56.61;0;False
12773;Male;;AK;1;408 396 49 72;None;0;175,2;74.0;29.78;151.7;79.0;12.89;230.5;109.0;10.37;5.3;3.0;1.43;54.47;1;False
80012;Male;39.0;WV;84;408 495 28 40;None;0;146.8;133.0;24.96;171.7;73.0;14.59;234.5;69.0;10.55;9.9;3.0;2.67;52.77;1;False
21610;Female;30.0;MA;96;415 666 81 49;None;0;173.9;111.0;29.56;287.4;105.0;24.43;204.8;91.0;9.22;9.1;7.0;2.46;65.67;1;False
59311;Male;25.0;TN;123;415 520 99 87;Voice mail;34;305.2;80.0;51.88;156.5;109.0;13.3;280.0;81.0;12.6;13.2;7.0;3.56;81.34;1;False
52079;Male;;ID;116;510 654 76 21;International, Voice mail;29;162.3;91.0;27.59;279.3;79.0;23.74;192.7;131.0;8.67;11.7;2.0;3.16;63.16;3;True
61264;Male;35.0;DE;105;415 506 21 22;International;0;150.0;106.0;25.5;293.8;123.0;24.97;250.7;65.0;11.28;10.3;7.0;2.78;64.53;3;False
34767;Male;43.0;VA;80;415 838 94 35;None;0;197.5;114.0;33.58;206.9;119.0;17.59;163.6;109.0;7.36;11.3;4.0;3.05;61.58;1;False
40475;Male;34.0;MT;157;408 800 79 59;None;0;240.2;67.0;40.83;153.0;98.0;13.01;249.0;72.0;11.21;10.2;6.0;2.75;67.8;2;False
96654;Male;39.0;ID;67;510 630 29 98;Voice mail;30;186.2;117.0;31.65;286.7;76.0;24.37;164.3;113.0;7.39;12.9;3.0;3.48;66.89;2;False
22977;Male;24.0;IN;141;415 151 27 88;Voice mail;39;116.9;127.0;19.87;276.5;88.0;23.5;289.9;125.0;13.05;12.3;2.0;3.32;59.74;0;False
79730;Male;39.0;MD;79;415 262 88 47;Voice mail;17;236.7;95.0;40.24;263.5;56.0;22.4;259.6;107.0;11.68;12.0;4.0;3.24;77.56;1;False
86119;Female;44.0;MS;76;408 957 40 38;None;0;173.2;93.0;29.44;131.2;80.0;11.15;170.9;104.0;7.69;5.4;3.0;1.46;49.74;0;False
31217;Female;21.0;WA;111;510 293 61 17;None;0;152.2;114.0;25.87;137.2;102.0;11.66;185.9;97.0;8.37;9.8;3.0;2.65;48.55;0;False
56670;Female;36.0;OH;94;415 837 44 86;None;0;181.3;135.0;30.82;182.4;108.0;15.5;180.6;103.0;8.13;6.7;2.0;1.81;56.26;0;False
73335;Male;;RI;143;408 229 32 61;None;0;167.8;72.0;28.53;211.0;99.0;17.94;153.5;109.0;6.91;10.5;6.0;2.84;56.22;4;True
39758;Female;32.0;AR;109;510 403 32 82;None;0;175.4;125.0;29.82;250.7;87.0;21.31;289.3;74.0;13.02;9.8;9.0;2.65;66.8;1;False
77745;Male;44.0;AZ;138;415 241 30 81;None;0;87.6;112.0;14.89;266.9;107.0;22.69;214.6;104.0;9.66;9.8;10.0;2.65;49.89;2;False
15711;Male;36.0;SC;73;415 595 63 47;None;0;203.3;45.0;34.56;141.9;87.0;12.06;200.7;71.0;9.03;8.5;6.0;2.3;57.95;0;False
88379;Female;;KY;21;415 694 29 79;None;0;92.6;95.0;15.74;161.9;70.0;13.76;285.0;78.0;12.83;11.3;3.0;3.05;45.38;5;True
76328;Male;;AL;148;415 380 21 13;Voice mail;21;262.9;135.0;44.69;149.5;96.0;12.71;140.5;109.0;6.32;8.1;4.0;2.19;65.91;1;False
75633;Male;28.0;NE;103;408 993 98 39;None;0;160.8;91.0;27.34;155.8;82.0;13.24;254.3;103.0;11.44;8.5;3.0;2.3;54.32;1;False
17072;Male;;MT;143;408 872 70 21;Voice mail;22;141.8;116.0;24.11;167.3;99.0;14.22;178.1;130.0;8.01;7.8;3.0;2.11;48.45;1;False
29528;Male;35.0;MN;79;408 688 74 34;Voice mail;32;50.6;62.0;8.6;201.4;87.0;17.12;146.8;121.0;6.61;4.2;4.0;1.13;33.46;2;False
91741;Female;28.0;NV;89;415 115 62 35;None;0;134.9;59.0;22.93;156.0;152.0;13.26;197.5;112.0;8.89;10.2;5.0;2.75;47.83;1;False
71230;Male;27.0;CA;120;415 726 35 98;None;0;252.1;110.0;42.86;226.1;103.0;19.22;155.6;83.0;7.0;13.8;3.0;3.73;72.81;1;False
90938;Female;;UT;121;415 370 47 16;Voice mail;41;215.5;95.0;36.64;241.8;92.0;20.55;147.0;108.0;6.61;9.6;3.0;2.59;66.39;1;False
87971;Male;34.0;IL;101;415 154 77 60;None;0;124.8;66.0;21.22;257.2;85.0;21.86;193.2;115.0;8.69;13.4;4.0;3.62;55.39;0;False
28084;Male;;DC;115;408 330 24 69;None;0;178.7;114.0;30.38;271.0;96.0;23.04;245.9;94.0;11.07;16.4;5.0;4.43;68.92;2;False
62433;Female;38.0;IN;168;415 766 25 14;None;0;183.2;131.0;31.14;179.2;73.0;15.23;292.8;100.0;13.18;9.9;5.0;2.67;62.22;2;False
91682;Male;44.0;NM;90;415 679 61 69;None;0;167.5;96.0;28.48;139.1;104.0;11.82;138.4;87.0;6.23;13.0;1.0;3.51;50.04;1;False
66388;Female;36.0;MS;70;510 983 79 44;None;0;147.1;105.0;25.01;200.0;135.0;17.0;234.9;65.0;10.57;12.5;9.0;3.38;55.96;3;False
35752;Male;;VT;138;415 880 22 38;None;0;230.1;107.0;39.12;212.0;120.0;18.02;174.9;119.0;7.87;13.2;4.0;3.56;68.57;1;False
62518;Female;36.0;VT;43;408 871 66 72;None;0;135.8;125.0;23.09;163.2;88.0;13.87;229.8;106.0;10.34;12.6;3.0;3.4;50.7;0;False
99638;Male;30.0;UT;117;510 961 31 85;Voice mail;20;205.7;98.0;34.97;136.1;107.0;11.57;159.4;147.0;7.17;8.7;3.0;2.35;56.06;2;False
69020;Male;31.0;KY;108;408 164 46 20;None;0;73.8;105.0;12.55;143.4;114.0;12.19;170.2;98.0;7.66;10.9;3.0;2.94;35.34;2;False
84643;Male;32.0;VA;118;408 687 55 75;;0;189.3;119.0;32.18;233.5;112.0;19.85;270.9;104.0;12.19;10.0;1.0;2.7;66.92;2;False
13870;Female;31.0;OH;169;408 264 36 70;None;0;147.2;115.0;25.02;161.9;123.0;13.76;142.1;103.0;6.39;7.2;6.0;1.94;47.11;3;False
99055;Male;;AZ;62;408 515 10 76;Voice mail;42;137.3;95.0;23.34;184.2;94.0;15.66;231.4;70.0;10.41;10.2;3.0;2.75;52.16;0;False
99929;Female;39.0;NY;86;510 561 64 88;None;0;70.7;125.0;12.02;211.0;113.0;17.94;174.6;107.0;7.86;0.0;0.0;0.0;37.82;2;False
60654;Male;25.0;VA;44;408 958 98 74;None;0;204,6;117.0;34.78;205.2;94.0;17.44;164.6;84.0;7.41;10.7;5.0;2.89;62.52;0;False
94266;Male;;MD;111;510 303 59 69;None;0;123.1;88.0;20.93;213.9;84.0;18.18;184.9;88.0;8.32;12.0;2.0;3.24;50.67;5;True
17095;Female;34.0;MA;127;510 172 54 59;Voice mail;19;129.7;115.0;22.05;160.8;101.0;13.67;265.0;63.0;11.93;12.2;3.0;3.29;50.94;2;False
31437;Male;29.0;IL;151;415 957 46 28;International;0;198.7;70.0;33.78;209.5;106.0;17.81;281.9;126.0;12.69;12.4;4.0;3.35;67.63;0;False
13390;Female;37.0;LA;53;415 221 40 13;None;0;145.1;116.0;24.67;233.7;82.0;19.86;208.7;95.0;9.39;7.9;5.0;2.13;56.05;2;False
21522;Female;;MO;15;415 882 18 93;None;0;135.2;101.0;22.98;152.5;79.0;12.96;224.8;83.0;10.12;8.4;5.0;2.27;48.33;2;False
90418;Male;;DC;123;408 364 81 51;Voice mail;28;124.7;105.0;21.2;250.4;78.0;21.28;216.4;128.0;9.74;7.8;8.0;2.11;54.33;1;False
